# This file contains frame element data, the format is:
# sprite x y flipped next
876 -8 -36 n 0
877 -8 -36 n 0
878 -9 -35 n 0
266 -8 -14 n 3764
43 -11 -29 f 3765
679 -9 -25 n 3766
872 -10 -20 n 3767
714 -5 0 n 0
266 -8 -14 n 3769
43 -11 -29 f 3770
679 -9 -25 n 3771
873 -10 -24 n 3772
714 -5 0 n 0
266 -8 -14 n 3774
43 -11 -29 f 3775
679 -9 -25 n 3776
874 -9 -30 n 3777
714 -5 0 n 0
266 -8 -14 n 3779
43 -11 -29 f 3780
679 -9 -25 n 3781
875 -9 -31 n 3782
714 -5 0 n 0
876 -8 -36 n 0
877 -8 -36 n 0
878 -9 -35 n 0
680 -8 -11 n 3787
45 -7 -13 n 3788
412 -7 0 n 0
680 -9 -10 n 3790
45 -8 -12 n 3791
412 -8 1 n 0
409 -7 -6 n 3793
45 -7 -9 n 3794
413 -8 0 n 0
403 -7 -3 n 3796
45 -7 -6 n 3797
414 -7 0 n 0
415 -7 -1 n 3799
581 -4 -5 n 0
582 -5 -5 n 0
687 1 -7 f 3802
682 -1 -13 f 3803
46 -3 -16 f 3804
714 2 0 f 3805
714 -5 -1 f 0
709 -5 -2 f 3807
688 1 -7 f 3808
683 -11 -4 f 3809
48 -14 -1 f 0
709 -5 -1 f 3811
688 1 -7 f 3812
683 -11 -4 f 3813
48 -14 -1 f 0
709 -4 0 f 3815
688 1 -7 f 3816
683 -11 -4 f 3817
48 -14 -1 f 0
709 -4 0 f 3819
688 1 -7 f 3820
683 -11 -4 f 3821
48 -14 -1 f 0
687 -8 -7 n 3823
682 -6 -13 n 3824
46 -4 -16 n 3825
714 -9 0 n 3826
714 -2 -1 n 0
709 -2 -2 n 3828
688 -8 -7 n 3829
683 4 -4 n 3830
48 7 -1 n 0
709 -2 -1 n 3832
688 -8 -7 n 3833
683 4 -4 n 3834
48 7 -1 n 0
709 -3 0 n 3836
688 -8 -7 n 3837
683 4 -4 n 3838
48 7 -1 n 0
709 -3 0 n 3840
688 -8 -7 n 3841
683 4 -4 n 3842
48 7 -1 n 0
889 -8 -52 n 3844
714 -8 0 n 3845
714 -5 0 n 3846
714 -6 1 n 0
890 -8 -55 n 3848
714 -4 0 n 3849
714 -10 0 n 3850
714 -7 1 n 0
891 -9 -53 n 3852
714 -10 0 n 3853
714 -4 0 n 3854
714 -6 1 n 0
892 -8 -54 n 3856
714 -9 0 n 3857
714 -5 -1 n 0
885 -8 -58 n 3859
714 -9 0 n 3860
714 -4 0 n 3861
714 -8 1 n 0
886 -8 -60 n 3863
714 -10 0 n 3864
714 -2 0 n 0
887 -8 -53 n 3866
714 -9 0 n 3867
714 -2 0 n 0
888 -7 -54 n 3869
714 -1 0 n 3870
714 -9 0 n 0
1001 -8 -39 n 0
1002 -8 -46 n 0
1003 -8 -47 n 0
1004 -8 -47 n 0
893 -8 -21 n 3876
760 -13 -17 n 3877
760 -13 -27 n 3878
800 -9 -34 f 3879
759 -3 -26 n 3880
759 -2 -34 f 0
893 -8 -21 n 3882
800 -16 -16 n 3883
760 -12 -29 n 3884
800 -10 -35 f 3885
800 0 -20 f 3886
760 -3 -31 n 3887
800 0 -37 f 0
893 -8 -21 n 3889
800 -10 -15 f 3890
760 -14 -29 f 3891
760 -6 -20 f 3892
800 -17 -37 n 3893
800 -8 -27 n 3894
759 -5 -35 f 0
893 -8 -21 n 3896
759 -12 -15 f 3897
760 -12 -29 n 3898
760 -5 -20 n 3899
800 -2 -28 f 3900
759 -11 -37 f 3901
759 -5 -32 n 0
893 -8 -21 n 3903
760 -11 -19 n 3904
760 -12 -30 f 3905
759 -12 -37 n 3906
759 -6 -19 n 3907
760 -6 -29 f 3908
800 -8 -37 n 0
895 -8 -20 n 3910
760 -14 -33 f 3911
759 -14 -21 n 3912
800 -16 -13 n 3913
759 -3 -41 n 3914
759 -3 -13 n 3915
760 -3 -26 f 0
895 -8 -20 n 3917
760 -13 -20 n 3918
760 -5 -23 f 3919
759 -14 -28 n 3920
759 -5 -31 n 3921
800 -17 -35 n 3922
800 -1 -36 f 0
896 -8 -16 n 3924
760 -14 -24 n 3925
800 -11 -12 f 3926
759 -14 -32 f 3927
759 -2 -22 f 3928
760 -3 -24 n 3929
760 -5 -14 f 0
896 -8 -16 n 3931
760 -12 -20 f 3932
800 -15 -27 n 3933
759 -12 -34 f 3934
759 -4 -13 f 3935
760 -4 -24 n 3936
759 -4 -31 f 0
897 -8 -14 n 3938
759 -15 -12 n 3939
800 -11 -20 f 3940
800 -17 -28 n 3941
760 -15 -40 f 3942
760 -4 -34 f 3943
760 -3 -22 n 3944
800 -6 -10 n 0
898 -8 -8 n 3946
760 -14 -15 f 3947
800 -16 -23 n 3948
759 -13 -30 f 3949
759 -15 -38 n 3950
800 -7 -17 n 3951
759 -3 -10 f 3952
759 -3 -25 f 3953
760 -2 -36 n 0
898 -8 -8 n 3955
759 -14 -12 f 3956
760 -14 -24 n 3957
800 -11 -31 f 3958
759 -3 -14 f 3959
800 -6 -21 n 3960
800 0 -29 f 3961
759 -3 -35 n 3962
759 -9 -13 n 0
898 -8 -8 n 3964
760 -13 -18 n 3965
800 -10 -25 f 3966
759 -14 -33 n 3967
760 -3 -18 f 3968
800 1 -25 f 3969
759 -2 -33 n 3970
759 -8 -14 f 0
898 -8 -8 n 3972
759 -3 -14 n 3973
759 -14 -18 n 3974
759 -15 -35 n 3975
760 -2 -24 n 3976
760 -14 -28 f 3977
800 -11 -12 f 3978
800 0 -31 f 3979
759 -9 -13 n 0
898 -8 -8 n 3981
760 -15 -18 f 3982
800 -6 -13 n 3983
800 -19 -26 n 3984
759 -15 -34 f 3985
759 -2 -21 f 3986
800 -6 -29 n 3987
759 -9 -14 f 0
1748 0 0 n 3989
1754 0 46 n 0
1772 0 0 n 3991
1778 0 46 n 0
1749 0 0 n 3993
1755 0 46 n 0
1773 0 0 n 3995
1801 0 46 n 0
1752 0 0 n 3997
1754 0 46 n 0
1774 0 0 n 3999
1778 0 46 n 0
1753 0 0 n 4001
1755 0 46 n 0
1775 0 0 n 4003
1801 0 46 n 0
1589 -14 -52 n 0
1599 -15 -47 n 4006
1005 -14 -78 n 4007
1081 -6 -74 f 0
1599 -15 -47 n 4009
1006 -15 -83 n 4010
1082 -4 -76 f 0
1599 -15 -47 n 4012
1007 -14 -80 n 4013
1083 -4 -76 f 0
1599 -15 -47 n 4015
1008 -14 -75 n 4016
1084 -4 -73 f 0
1599 -15 -47 n 0
1571 -14 -44 n 0
1592 -16 -23 n 4020
1005 -8 -67 n 0
1592 -16 -23 n 4022
1006 -10 -72 n 0
1592 -16 -23 n 4024
1007 -8 -69 n 0
1592 -16 -23 n 4026
1008 -8 -64 n 0
1592 -16 -23 n 0
1572 -15 -31 n 0
1593 -11 -22 n 4030
1005 -7 -65 n 0
1593 -11 -22 n 4032
1006 -8 -70 n 0
1593 -11 -22 n 4034
1007 -7 -67 n 0
1593 -11 -22 n 4036
1008 -7 -62 n 0
1593 -11 -22 n 0
1112 -8 -31 n 0
1113 -8 -31 n 0
1114 -8 -31 n 0
1115 -8 -31 n 0
1116 -8 -31 n 0
1117 -8 -31 n 0
1118 -8 -31 n 0
1119 -8 -31 n 0
1756 -30 -38 n 4047
993 -18 -57 n 4048
995 -3 -84 f 4049
996 -17 -105 n 0
996 -1 -94 f 4051
999 -16 -71 f 4052
997 -17 -114 n 4053
1757 -35 -43 n 0
1758 -26 -39 n 4055
998 -3 -77 n 4056
994 -17 -90 n 4057
997 -2 -103 n 0
999 0 -85 n 4059
995 -17 -101 n 4060
1759 -24 -44 n 0
792 -6 -6 n 0
792 -9 -6 n 4063
792 -4 -3 n 4064
792 -2 -11 n 0
792 -14 -7 n 4066
792 -10 -13 n 4067
792 -2 -9 n 4068
792 -7 0 n 0
792 -15 -11 n 4070
792 -5 -9 n 4071
792 -11 -3 n 4072
792 -6 2 n 4073
792 1 -3 n 4074
792 2 -12 n 4075
792 -7 -17 n 4076
792 -14 2 n 0
792 -11 -15 n 4078
792 -17 -9 n 4079
792 -7 -7 n 4080
792 -2 -18 n 4081
792 3 -9 n 4082
792 -14 0 n 4083
792 -6 0 n 4084
792 -10 6 n 4085
792 9 -15 n 4086
792 5 -1 n 4087
792 -19 -15 n 4088
792 0 4 n 0
792 -15 -19 n 4090
792 -9 -17 n 4091
792 -18 -10 n 4092
792 -20 -2 n 4093
792 0 -16 n 4094
792 -5 -1 n 4095
792 -11 5 n 4096
792 -3 5 n 4097
792 6 -14 n 4098
792 7 -5 n 4099
792 10 4 n 4100
792 -10 -28 n 4101
792 -23 -15 n 4102
792 8 -22 n 4103
792 14 -10 n 4104
792 -11 15 n 4105
792 -23 5 n 4106
792 20 -20 n 4107
792 1 -31 n 4108
792 20 0 n 4109
792 -31 -11 n 4110
792 8 14 n 4111
792 10 -36 n 4112
792 -2 20 n 4113
792 -10 -38 n 4114
792 -18 -34 n 0
793 -11 4 n 4116
793 1 -15 n 4117
793 -26 -17 n 4118
793 -11 -31 n 4119
793 16 0 n 4120
793 10 -22 n 4121
793 -23 4 n 4122
793 0 19 n 4123
793 -16 13 n 4124
793 -18 -23 n 4125
793 -14 -14 n 4126
793 -33 0 n 4127
793 -28 15 n 4128
793 11 7 n 4129
793 17 -12 n 4130
793 2 -2 n 4131
793 1 -35 n 4132
793 -26 -37 n 4133
793 22 -32 n 4134
793 34 0 n 4135
793 23 19 n 0
1798 0 0 n 4137
1799 64 0 n 0
1796 0 0 n 4139
1797 64 0 n 0
1792 0 0 n 4141
1793 64 0 n 0
1600 0 0 n 0
1601 0 0 n 0
1602 0 0 n 0
1642 0 0 n 0
1603 0 0 n 0
1643 0 0 n 0
1604 0 0 n 0
1644 0 0 n 0
1605 0 0 n 0
1645 0 0 n 0
1606 0 0 n 0
1646 0 0 n 0
1607 0 0 n 0
1647 0 0 n 0
1608 0 0 n 0
1648 0 0 n 0
1609 0 0 n 0
1649 0 0 n 0
1610 0 0 n 0
1650 0 0 n 0
1611 0 0 n 0
1651 0 0 n 0
1612 0 0 n 0
1652 0 0 n 0
1613 0 0 n 0
1653 0 0 n 0
1614 0 0 n 0
1654 0 0 n 0
1618 0 0 n 0
1658 0 0 n 0
881 -7 -7 n 0
1019 -6 -7 n 0
859 -4 -5 n 0
1012 -5 -5 n 0
869 -6 -6 n 0
1017 -6 -6 n 0
860 -6 -5 n 0
1013 -6 -5 n 0
861 -6 -7 n 0
1014 -6 -7 n 0
856 -7 -11 n 0
1016 -7 -11 n 0
870 -7 -5 n 0
1018 -5 -5 n 0
852 -6 -9 n 0
1011 -6 -9 n 0
862 -6 -6 n 0
1015 -6 -6 n 0
863 -8 -6 n 0
864 -8 -6 n 0
865 -8 -6 n 0
866 -8 -6 n 0
871 -8 -6 n 0
867 -8 -5 n 0
868 -7 -5 n 0
883 -5 -4 n 0
921 -5 -4 n 0
880 -10 -4 n 0
880 -4 -4 f 0
921 -9 -4 f 0
883 -9 -4 f 0
919 -7 -5 n 0
920 -9 -5 n 0
1009 -7 -5 n 0
882 -8 -5 n 0
884 -8 -9 n 0
922 -8 -9 n 0
729 -7 -2 n 0
730 -7 -3 n 0
731 -8 -5 n 0
732 -7 -5 n 0
733 -8 -4 n 0
827 -9 -22 n 0
828 -8 -24 n 0
829 -8 -24 n 0
830 -8 -25 n 0
872 -8 -5 n 4221
872 -7 -5 f 0
872 -8 -5 n 10480
759 -7 -12 n 4222
760 -6 -23 n 10484
760 -7 -16 f 4224
760 -6 -26 n 10483
1562 -16 -28 n 0
1563 -18 -30 n 4227
805 -24 -44 n 4228
804 -29 -5 n 4229
806 13 -13 n 0
1564 -27 -36 n 4231
841 5 -32 n 4232
807 -35 -56 n 4233
809 23 -6 n 4234
808 -42 5 n 0
1565 -26 -36 n 4236
842 6 -33 n 4237
800 32 16 f 4238
800 -53 22 f 4239
800 -49 -34 f 0
765 -8 -16 n 0
766 -8 -16 n 0
767 -8 -16 n 0
768 -8 -16 n 0
769 -8 -16 n 0
770 -8 -16 n 0
771 -8 -16 n 0
772 -8 -16 n 0
773 -8 -16 n 0
774 -8 -16 n 0
775 -8 -16 n 0
776 -8 -16 n 0
777 -8 -16 n 0
778 -8 -16 n 0
779 -8 -14 n 0
1776 -61 -39 n 4256
1777 -11 -63 n 0
1789 -58 -24 n 4258
1790 -4 -50 n 0
1791 -52 -8 n 4260
1795 -6 -36 n 0
1791 -52 -8 n 4262
1795 -6 -36 n 0
1789 -58 -24 n 4264
1790 -4 -50 n 0
1776 3 -39 f 4266
1777 -47 -63 f 0
1789 0 -24 f 4268
1790 -54 -50 f 0
1791 -6 -8 f 4270
1795 -52 -36 f 0
1791 -6 -8 f 4272
1795 -52 -36 f 0
1789 0 -24 f 4274
1790 -54 -50 f 0
1789 0 -24 f 4276
1790 -54 -50 f 0
1791 -6 -8 f 4278
1795 -52 -36 f 0
1716 -19 -44 n 4280
1715 -51 -32 n 4281
801 -38 7 n 4282
801 -50 1 n 4283
1764 -56 -21 f 0
1716 -43 -44 f 4285
1715 -11 -32 f 4286
801 24 7 f 4287
801 36 1 f 0
1717 -12 -38 n 4289
1718 -52 -31 n 0
1717 -50 -38 f 4291
1718 -10 -31 f 4292
1765 -45 -38 f 0
1716 -18 -44 n 4294
1715 -50 -32 n 4295
1575 -32 -37 n 4296
1576 -7 -43 n 4297
1577 -11 -6 n 4298
1005 -25 -64 n 4299
1007 -7 -82 n 4300
1008 7 -74 f 0
1716 -18 -44 n 4302
1715 -50 -32 n 4303
1575 -32 -37 n 4304
1576 -7 -43 n 4305
1577 -11 -6 n 4306
1006 -26 -68 n 4307
1008 -7 -77 n 4308
1005 8 -77 f 0
1716 -18 -44 n 4310
1715 -50 -32 n 4311
1575 -32 -37 n 4312
1576 -7 -43 n 4313
1577 -11 -6 n 4314
1007 -25 -65 n 4315
1005 -7 -80 n 4316
1006 9 -82 f 0
1716 -18 -44 n 4318
1715 -50 -32 n 4319
1575 -32 -37 n 4320
1576 -7 -43 n 4321
1577 -11 -6 n 4322
1577 -11 -6 n 4323
1008 -24 -60 n 4324
1006 -9 -85 n 4325
1007 8 -79 f 0
1716 -43 -44 f 4327
1715 -11 -32 f 4328
1576 -24 -43 f 4329
1575 3 -34 f 4330
1577 -18 -6 f 4331
1006 -13 -89 f 4332
1008 3 -71 n 4333
1006 6 -66 n 0
1716 -43 -44 f 4335
1715 -11 -32 f 4336
1576 -24 -43 f 4337
1575 3 -34 f 4338
1577 -18 -6 f 4339
1007 -16 -86 f 4340
1005 2 -74 n 4341
1007 8 -63 n 0
1716 -43 -44 f 4343
1715 -11 -32 f 4344
1576 -24 -43 f 4345
1575 3 -34 f 4346
1577 -18 -6 f 4347
1008 -15 -81 f 4348
1006 1 -79 n 4349
1008 8 -58 n 0
1716 -43 -44 f 4351
1715 -11 -32 f 4352
1576 -24 -43 f 4353
1575 3 -34 f 4354
1577 -18 -6 f 4355
1005 -15 -84 f 4356
1007 3 -76 n 4357
1005 8 -61 n 0
1717 -12 -38 n 4359
1718 -52 -31 n 4360
1575 -39 -32 n 4361
1577 12 -19 n 4362
1576 -13 -35 n 4363
1007 -6 -78 n 4364
1006 -21 -75 n 4365
1005 -28 -60 n 0
1717 -12 -38 n 4367
1718 -52 -31 n 4368
1577 12 -19 n 4369
1575 -39 -32 n 4370
1576 -13 -35 n 4371
1008 -6 -73 n 4372
1007 -19 -72 n 4373
1006 -30 -65 n 0
1717 -12 -38 n 4375
1718 -52 -31 n 4376
1577 12 -19 n 4377
1575 -39 -32 n 4378
1576 -13 -35 n 4379
1005 -6 -76 n 4380
1008 -19 -67 n 4381
1007 -28 -62 n 0
1717 -12 -38 n 4383
1718 -52 -31 n 4384
1577 12 -19 n 4385
1575 -39 -32 n 4386
1576 -13 -35 n 4387
1006 -7 -81 n 4388
1005 -19 -70 n 4389
1008 -28 -57 n 0
1717 -49 -38 f 4391
1718 -9 -31 f 4392
1577 -42 -19 f 4393
1575 -15 -39 f 4394
1576 8 -27 f 4395
1008 -13 -70 n 4396
1006 -5 -68 n 4397
1005 17 -68 n 0
1717 -49 -38 f 4399
1718 -9 -31 f 4400
1577 -42 -19 f 4401
1575 -15 -39 f 4402
1576 8 -27 f 4403
1005 -14 -73 n 4404
1007 -4 -65 n 4405
1006 16 -73 n 0
1717 -49 -38 f 4407
1718 -9 -31 f 4408
1577 -42 -19 f 4409
1575 -15 -39 f 4410
1576 8 -27 f 4411
1006 -15 -78 n 4412
1008 -4 -60 n 4413
1007 17 -70 n 0
1717 -49 -38 f 4415
1718 -9 -31 f 4416
1577 -42 -19 f 4417
1575 -15 -39 f 4418
1576 8 -27 f 4419
1007 -14 -75 n 4420
1005 -4 -63 n 4421
1008 17 -65 n 0
1716 -18 -44 n 4423
1715 -50 -32 n 4424
1575 -32 -37 n 4425
1576 -7 -43 n 4426
1577 -11 -6 n 0
1716 -43 -44 f 4428
1715 -11 -32 f 4429
1576 -24 -43 f 4430
1575 3 -34 f 4431
1577 -18 -6 f 0
1717 -12 -38 n 4433
1718 -52 -31 n 4434
1577 12 -19 n 4435
1575 -39 -32 n 4436
1576 -13 -35 n 0
1717 -49 -38 f 4438
1718 -9 -31 f 4439
1577 -42 -19 f 4440
1575 -15 -39 f 4441
1576 8 -27 f 0
1687 -31 -61 f 0
1687 -30 -61 n 0
1683 -19 -60 f 0
1683 -42 -59 n 0
1687 -31 -61 f 4447
1743 -28 -54 f 4448
1005 1 -70 n 4449
1008 -26 -57 n 0
1687 -31 -61 f 4451
1743 -28 -54 f 4452
1006 -1 -75 n 4453
1005 -27 -60 f 0
1687 -31 -61 f 4455
1743 -28 -54 f 4456
1007 1 -72 n 4457
1006 -27 -64 f 0
1687 -31 -61 f 4459
1743 -28 -54 f 4460
1008 1 -67 n 4461
1007 -27 -62 f 0
1687 -30 -61 n 4463
1743 -33 -54 n 4464
1007 -16 -70 f 4465
1006 1 -82 n 0
1687 -30 -61 n 4467
1743 -33 -54 n 4468
1008 -16 -65 f 4469
1007 3 -79 n 0
1687 -30 -61 n 4471
1743 -33 -54 n 4472
1005 -15 -68 f 4473
1008 3 -74 n 0
1687 -30 -61 n 4475
1743 -33 -54 n 4476
1006 -15 -73 f 4477
1005 3 -77 n 0
1683 -19 -60 f 4479
1595 9 -43 f 4480
1005 12 -69 n 0
1683 -19 -60 f 4482
1595 9 -43 f 4483
1006 11 -74 n 0
1683 -19 -60 f 4485
1595 9 -43 f 4486
1007 12 -71 n 0
1683 -19 -60 f 4488
1595 9 -43 f 4489
1008 11 -66 n 0
1683 -42 -61 n 4491
1595 -38 -44 n 4492
1008 -22 -67 n 0
1683 -42 -61 n 4494
1595 -38 -44 n 4495
1005 -22 -70 n 0
1683 -42 -61 n 4497
1595 -38 -44 n 4498
1006 -24 -75 n 0
1683 -42 -61 n 4500
1595 -38 -44 n 4501
1007 -22 -72 n 0
1687 -31 -61 f 4503
1743 -28 -54 f 0
1687 -30 -61 n 4505
1743 -33 -54 n 0
1683 -19 -60 f 4507
1595 9 -43 f 0
1683 -42 -61 n 4509
1595 -38 -44 n 0
1685 -30 -63 f 0
1685 -31 -63 n 0
1744 -31 -63 f 4513
1596 1 -45 f 4514
1008 -20 -73 n 0
1744 -31 -63 f 4516
1596 1 -45 f 4517
1005 -20 -76 n 0
1744 -31 -63 f 4519
1596 1 -45 f 4520
1006 -21 -81 n 0
1744 -31 -63 f 4522
1596 1 -45 f 4523
1007 -20 -78 n 0
1744 -30 -63 n 4525
1596 -30 -45 n 4526
1007 7 -79 n 0
1744 -30 -63 n 4528
1596 -30 -45 n 4529
1008 7 -74 n 0
1744 -30 -63 n 4531
1596 -30 -45 n 4532
1005 7 -77 n 0
1744 -30 -63 n 4534
1596 -30 -45 n 4535
1006 5 -82 n 0
1744 -31 -63 f 4537
1596 1 -45 f 0
1744 -30 -63 n 4539
1596 -30 -45 n 0
1686 -30 -63 f 0
1686 -31 -63 n 0
1686 -30 -63 f 4543
1744 -31 -63 f 4544
1597 1 -45 f 4545
1005 -20 -79 n 4546
1083 3 -81 n 0
1686 -30 -63 f 4548
1744 -31 -63 f 4549
1597 1 -45 f 4550
1006 -21 -84 n 4551
1084 3 -77 n 0
1686 -30 -63 f 4553
1744 -31 -63 f 4554
1597 1 -45 f 4555
1007 -19 -81 n 4556
1081 5 -78 n 0
1686 -30 -63 f 4558
1744 -31 -63 f 4559
1597 1 -45 f 4560
1008 -19 -76 n 4561
1082 3 -80 n 0
1686 -31 -63 n 4563
1597 -30 -45 n 4564
1744 -30 -63 n 4565
1008 7 -75 n 4566
1083 -18 -47 f 0
1686 -31 -63 n 4568
1597 -30 -45 n 4569
1744 -30 -63 n 4570
1005 7 -78 n 4571
1081 -15 -45 n 0
1686 -31 -63 n 4573
1597 -30 -45 n 4574
1744 -30 -63 n 4575
1006 5 -83 n 4576
1082 -16 -47 n 0
1686 -31 -63 n 4578
1597 -30 -45 n 4579
1744 -30 -63 n 4580
1007 7 -80 n 4581
1083 -16 -47 n 0
1686 -30 -63 f 4583
1744 -31 -63 f 4584
1597 1 -45 f 0
1686 -31 -63 n 4586
1597 -30 -45 n 4587
1744 -30 -63 n 0
1684 -30 -67 f 0
1684 -31 -67 n 0
1684 -30 -67 f 4591
1594 -30 -50 f 4592
1598 -6 -39 f 4593
1576 -16 -67 n 4594
1007 -20 -81 n 4595
1084 7 -61 n 0
1684 -30 -67 f 4597
1594 -30 -50 f 4598
1598 -6 -39 f 4599
1576 -16 -67 n 4600
1008 -20 -76 n 4601
1081 9 -62 n 0
1684 -30 -67 f 4603
1594 -30 -50 f 4604
1598 -6 -39 f 4605
1576 -16 -67 n 4606
1005 -21 -79 n 4607
1082 6 -64 f 0
1684 -30 -67 f 4609
1594 -30 -50 f 4610
1598 -6 -39 f 4611
1576 -16 -67 n 4612
1006 -22 -84 n 4613
1083 6 -64 f 0
1684 -31 -67 n 4615
1576 -17 -67 f 4616
1594 1 -50 n 4617
1598 -26 -39 n 4618
1006 8 -83 n 4619
1081 -12 -82 n 0
1684 -31 -67 n 4621
1576 -17 -67 f 4622
1594 1 -50 n 4623
1598 -26 -39 n 4624
1007 9 -80 n 4625
1082 -13 -84 n 0
1684 -31 -67 n 4627
1576 -17 -67 f 4628
1594 1 -50 n 4629
1598 -26 -39 n 4630
1008 9 -75 n 4631
1083 -13 -84 n 0
1684 -31 -67 n 4633
1576 -17 -67 f 4634
1594 1 -50 n 4635
1598 -26 -39 n 4636
1005 9 -78 n 4637
1084 -14 -81 n 0
1684 -30 -67 f 4639
1594 -30 -50 f 4640
1598 -6 -39 f 4641
1576 -16 -67 n 0
1684 -31 -67 n 4643
1576 -17 -67 f 4644
1594 1 -50 n 4645
1598 -26 -39 n 0
1702 -26 -27 f 4647
1703 -42 -22 f 4648
1551 -43 6 f 0
1702 -36 -27 n 4650
1703 -20 -22 n 4651
1551 13 6 n 0
1705 -28 -26 n 4653
1704 -44 -21 n 4654
1020 22 -23 n 0
1705 -34 -26 f 4656
1704 -18 -21 f 4657
1020 -36 -23 f 0
1702 -26 -27 f 4659
1703 -42 -22 f 4660
1552 -36 -13 n 4661
1576 -7 -25 f 4662
1005 -3 -70 n 4663
1008 -28 -47 n 0
1702 -26 -27 f 4665
1703 -42 -22 f 4666
1552 -36 -13 n 4667
1576 -7 -25 f 4668
1006 -4 -75 n 4669
1005 -28 -50 n 0
1702 -26 -27 f 4671
1703 -42 -22 f 4672
1552 -36 -13 n 4673
1576 -7 -25 f 4674
1007 -2 -72 n 4675
1006 -29 -55 n 0
1702 -26 -27 f 4677
1703 -42 -22 f 4678
1552 -36 -13 n 4679
1576 -7 -25 f 4680
1008 -2 -67 n 4681
1007 -27 -52 n 0
1702 -36 -27 n 4683
1703 -20 -22 n 4684
1552 7 -12 f 4685
1576 -25 -25 n 4686
1576 -13 -24 n 4687
1008 -14 -64 n 4688
1006 12 -56 n 0
1702 -36 -27 n 4690
1703 -20 -22 n 4691
1552 7 -12 f 4692
1576 -25 -25 n 4693
1576 -13 -24 n 4694
1005 -14 -67 n 4695
1007 14 -53 n 0
1702 -36 -27 n 4697
1703 -20 -22 n 4698
1552 7 -12 f 4699
1576 -25 -25 n 4700
1576 -13 -24 n 4701
1006 -16 -72 n 4702
1008 14 -48 n 0
1702 -36 -27 n 4704
1703 -20 -22 n 4705
1552 7 -12 f 4706
1576 -25 -25 n 4707
1576 -13 -24 n 4708
1007 -14 -69 n 4709
1005 14 -51 n 0
1705 -28 -26 n 4711
1704 -44 -21 n 4712
1576 -5 -26 f 4713
1552 -24 -26 n 4714
1006 -2 -74 n 4715
1008 -16 -55 n 0
1705 -28 -26 n 4717
1704 -44 -21 n 4718
1576 -5 -26 f 4719
1552 -24 -26 n 4720
1007 -1 -71 n 4721
1005 -17 -58 n 0
1705 -28 -26 n 4723
1704 -44 -21 n 4724
1576 -5 -26 f 4725
1552 -24 -26 n 4726
1008 -1 -66 n 4727
1006 -19 -63 n 0
1705 -28 -26 n 4729
1704 -44 -21 n 4730
1576 -5 -26 f 4731
1552 -24 -26 n 4732
1005 -1 -69 n 4733
1007 -17 -60 n 0
1705 -34 -26 f 4735
1704 -18 -21 f 4736
1576 -24 -26 n 4737
1552 3 -22 f 4738
1008 -16 -67 n 4739
1006 7 -62 n 0
1705 -34 -26 f 4741
1704 -18 -21 f 4742
1576 -24 -26 n 4743
1552 3 -22 f 4744
1005 -16 -70 n 4745
1007 9 -59 n 0
1705 -34 -26 f 4747
1704 -18 -21 f 4748
1576 -24 -26 n 4749
1552 3 -22 f 4750
1006 -18 -75 n 4751
1008 9 -54 n 0
1705 -34 -26 f 4753
1704 -18 -21 f 4754
1576 -24 -26 n 4755
1552 3 -22 f 4756
1007 -16 -72 n 4757
1005 9 -57 n 0
1702 -26 -27 f 4759
1703 -42 -22 f 4760
1552 -36 -13 n 4761
1576 -7 -25 f 0
1702 -36 -27 n 4763
1703 -20 -22 n 4764
1552 7 -12 f 4765
1576 -25 -25 n 4766
1576 -13 -24 n 0
1705 -28 -26 n 4768
1704 -44 -21 n 4769
1576 -5 -26 f 4770
1552 -24 -26 n 0
1705 -34 -26 f 4772
1704 -18 -21 f 4773
1576 -24 -26 n 4774
1552 3 -22 f 0
1706 -26 -27 f 4776
1707 -42 -22 f 4777
1722 -47 5 f 4778
1669 -8 -29 f 0
1706 -26 -27 f 4780
1707 -42 -22 f 4781
1722 -47 5 f 4782
1668 -9 -29 f 0
1706 -35 -27 n 4784
1707 -19 -22 n 4785
1722 -14 5 n 4786
1669 -22 -29 n 0
1706 -35 -27 n 4788
1707 -19 -22 n 4789
1722 -14 5 n 4790
1668 -21 -29 n 0
1709 -28 -26 n 4792
1708 -44 -26 n 4793
1550 9 -23 n 4794
1668 -27 -20 f 0
1709 -28 -26 n 4796
1708 -44 -26 n 4797
1550 9 -23 n 4798
1669 -26 -20 f 0
1709 -33 -26 f 4800
1708 -17 -26 f 4801
1550 -38 -23 f 4802
1668 -2 -20 n 0
1709 -33 -26 f 4804
1708 -17 -26 f 4805
1550 -38 -23 f 4806
1669 -3 -20 n 0
1706 -26 -27 f 4808
1707 -42 -22 f 4809
1552 -38 -13 n 4810
1576 -11 -25 f 4811
1005 -31 -43 f 4812
1006 -14 -64 n 0
1706 -26 -27 f 4814
1707 -42 -22 f 4815
1552 -38 -13 n 4816
1576 -11 -25 f 4817
1006 -30 -48 f 4818
1007 -12 -61 n 0
1706 -26 -27 f 4820
1707 -42 -22 f 4821
1552 -38 -13 n 4822
1576 -11 -25 f 4823
1007 -32 -45 f 4824
1008 -13 -56 n 0
1706 -26 -27 f 4826
1707 -42 -22 f 4827
1552 -38 -13 n 4828
1576 -11 -25 f 4829
1008 -32 -40 f 4830
1005 -13 -59 n 0
1706 -35 -27 n 4832
1707 -19 -22 n 4833
